CAS Number,Name,Formula,Type,UNIFAC,MW,SG6060,TB,Tc,Pc,Vc,OMEGA,CPA,CPB,CPC,CPD,CPE,HFORM25,GFORM25,GIBBSA,GIBBSB,GIBBSC
78-79-5,2M-13-C4==,C5H8         ,PN,CH3 CH2=CH CH2=C ,68.1190033,0.6855,307.204,484.260,38.500,0.276,0.1586,0.056018,0.005646,-2.01359E-06,0,0,75.78,145.90,7.43E+01,2.32E-01,2.40E-05
78-80-8,2M1Buten3yne,C5H6         ,OD,CH-=C CH3 CH2=C ,66.1026001,0.7097,305.398,492.000,43.800,0.248,0.1370,0.180631,0.00518064,-3.37338E-06,9.82356E-10,-8.18495E-14,260.00,302.00,2.61E+02,1.33E-01,2.07E-05
78-81-9,i-Butylamine,C4H11N       ,OC,(CH3)2 CH CH2NH2 ,73.13890076,0.7387,340.600,514.299,41.000,0.290,0.3680,0.12984,0.00606098,-2.88674E-06,3.19183E-10,0,-97.38,30.61,-9.74E+01,4.72E-01,4.08E-05
78-82-0,i-B-Nitrile,C4H7N        ,AMINE,,69.10630035,0.7761,376.760,565.000,37.600,0.278,0.3384,0.29298,0.00442194,-2.14204E-06,3.6281E-10,0,25.40,103.60,2.38E+01,2.60E-01,2.42E-05
78-83-1,i-Butanol,C4H10O       ,Misc,(CH3)2 CH2 CH OH ,74.1230011,0.8050,381.000,547.799,42.000,0.273,0.5920,-0.10405,0.00633018,-3.89328E-06,9.7618E-10,0,-283.39,-167.40,-2.83E+02,4.11E-01,4.47E-05
78-84-2,i-Butanal,C4H8O        ,OL,(CH3)2 CH CHO ,72.10700226,0.7946,337.000,512.000,41.500,0.274,0.3213,0.33944,0.0046572,-2.85459E-06,8.837E-10,0,-215.89,-116.15,-2.15E+02,3.12E-01,3.36E-05
78-85-3,Methacrolein,C4H6O        ,ALD,CH2=C CH3 CHO ,70.09100342,0.8517,341.148,520.000,42.500,0.250,0.2456,-0.191268,0.0049349,-1.72817E-06,-6.4708E-11,0,-111.99,-57.60,-1.13E+02,2.45E-01,2.37E-05
78-86-4,2-ClC4,C4H9Cl       ,ALD,(CH3)2 CH2 CHCl ,92.56900024,0.8728,341.398,520.598,39.500,0.305,0.3000,-0.0371105,0.00492818,-3.22236E-06,8.9244E-10,0,-161.59,-55.06,-1.64E+02,3.60E-01,3.13E-05
78-87-5,12-ClC3,C3H6Cl2      ,Misc,CH3 CH2Cl CHCl ,112.9860001,1.1510,369.500,577.000,44.500,0.226,0.2400,0.092549,0.00323694,-2.3062E-06,6.85564E-10,0,-165.99,100.82,-1.67E+02,2.76E-01,1.92E-05
78-88-6,23ClC3=,C3H4Cl2      ,HAL,CH2=C Cl CH2Cl ,110.9700012,1.2156,365.750,577.000,43.800,0.277,0.2061,0.271772,0.00234586,-1.8602E-06,7.83236E-10,-1.32167E-13,-47.90,1.39,-4.59E+01,1.47E-01,4.06E-05
78-90-0,12C3Diamine,C3H10N2      ,Misc,CH3 CH2NH2 CHNH2 ,74.12590027,0.8657,392.450,587.000,52.700,0.316,0.4738,0.029825,0.00625712,-4.43202E-06,1.75555E-09,-3.19717E-13,-53.68,95.83,-5.36E+01,4.89E-01,4.14E-05
78-92-2,2-Butanol,C4H10O       ,Misc,(CH3)2 CH2 CH OH ,74.1230011,0.8146,372.700,536.098,41.700,0.269,0.5770,0.0776651,0.0057307,-3.14268E-06,6.44332E-10,0,-292.79,-167.71,-2.95E+02,4.15E-01,3.64E-05
78-93-3,M-E-Ketone,C4H8O        ,OL,CH3 CH2 CH3CO ,72.10700226,0.8098,352.700,536.799,42.100,0.267,0.3200,0.151798,0.004939,-2.63667E-06,5.43984E-10,0,-238.49,-146.50,-2.40E+02,3.05E-01,3.09E-05
78-94-4,M-C2=one,C4H6O        ,ALD,CH2=CH CH3CO ,70.08950043,0.8644,354.549,560.916,47.681,0.266,0.2324,-0.250939,0.00521248,-2.09129E-06,0,0,-113.04,,-1.13E+02,1.78E-01,2.45E-05
78-96-6,1-Am-2-C3ol,C3H9NO       ,ALD,CH CH3 OH CH2NH2 ,75.11060333,0.9663,432.610,614.000,56.700,0.278,0.7870,-0.17282,0.0070936,-6.6159E-06,3.48084E-09,-7.488E-13,-239.00,-108.00,-2.39E+02,4.28E-01,3.76E-05
78-97-7,Lactonitrile,C3H5NO       ,Misc,,71.07839966,0.9917,457.000,643.000,50.300,0.243,0.7886,0.422762,0.0033192,-1.4283E-06,1.637E-10,3.15592E-14,-63.90,-24.00,-6.39E+01,1.29E-01,1.73E-05
78-99-9,11ClC3,C3H6Cl2      ,Misc,CHCl2 CH2 CH3 ,112.9860001,1.1392,361.250,560.000,42.400,0.291,0.2529,0.334096,0.001874204,3.07713E-07,-1.32971E-09,5.1646E-13,-150.80,-65.20,-1.49E+02,2.68E-01,4.78E-05
79-00-5,112-ClC2,C2H3Cl3      ,HAL,CHCl2 CH2Cl ,133.404007,1.4413,386.700,606.000,51.400,0.285,0.2830,0.0474195,0.00257354,-2.21865E-06,7.34548E-10,0,-138.59,-77.49,-1.40E+02,2.06E-01,5.92E-06
79-01-6,Cl3-C2=,C2HCl3       ,HAL,CH=C (Cl)3 ,131.3890076,1.4614,360.398,572.000,50.500,0.256,0.2130,0.229766,0.001741706,-1.69753E-06,6.27852E-10,0,-5.86,16.07,-9.89E+00,8.73E-02,-1.04E-06
79-02-7,DiClC2al,C2H2Cl2O     ,Misc,CCl2 CHO ,112.9430008,1.4287,362.000,555.000,49.500,0.239,0.3437,0.381471,0.001009052,6.40398E-07,-1.50649E-09,6.1742E-13,-180.00,-160.00,-1.79E+02,1.25E-01,3.11E-05
79-04-9,ChlrocetylCl,C2H2Cl2O     ,Misc,,112.9430008,1.4235,379.148,581.000,51.100,0.245,0.3540,0.255423,0.001937342,-1.70395E-06,8.03708E-10,-1.61746E-13,-245.60,-203.37,-2.44E+02,1.27E-01,3.22E-05
79-06-1,Acrylamide,C3H5NO       ,Misc,,71.07879639,0.9871,514.000,776.000,57.300,0.260,0.4863,0.10465,0.0041192,-1.97574E-06,7.6336E-11,1.40745E-13,-130.20,-97.90,-1.30E+02,2.35E-01,2.08E-05
79-09-4,C3oicAcid,C3H6O2       ,Misc,CH3 CH2 COOH ,74.08000183,0.9988,414.497,612.000,54.000,0.235,0.5200,0.0765765,0.00498304,-3.86991E-06,1.33415E-09,0,-455.39,-369.60,-4.55E+02,2.80E-01,2.53E-05
79-10-7,AcrylicAcid,C3H4O2       ,ES,CH2=CH COOH ,72.06359863,1.0603,414.150,615.000,56.600,0.208,0.5383,0.13497,0.0038835,-2.44713E-06,5.85768E-10,0,-336.20,-286.06,-3.37E+02,1.67E-01,1.52E-05
79-11-8,ClC2oicAcid,C2H3ClO2     ,Misc,COOH CH2Cl ,94.49720001,1.3748,462.500,686.000,57.800,0.221,0.5461,0.085457,0.00326514,-3.05904E-06,1.52593E-09,-3.19125E-13,-435.20,-373.50,-4.35E+02,2.02E-01,2.48E-05
791-28-6,Tri-Ph-P_Ox,C18H15OP     ,Misc,,278.2900085,-32.7975,-32493.850,-32493.850,-327.670,-32767.000,-32767.0000,-0.53821,0.0068632,-6.6267E-06,3.31176E-09,-6.679E-13,38.81,,-3.28E+01,-3.28E+01,-3.28E+01
79-14-1,GlycolicAcid,C2H4O3       ,Misc,CH2 OH COOH ,76.05200195,1.2713,443.000,616.000,73.100,0.177,1.0592,0.00627903,0.00460284,-4.45707E-06,2.29839E-09,-4.65205E-13,-585.00,,-5.85E+02,2.56E-01,1.93E-05
79-16-3,n_MAcetamide,C3H7NO       ,Misc,CH3 CONHCH3 ,73.09470367,0.9520,478.148,718.000,49.800,0.267,0.4351,0.0131623,0.00366404,-4.72455E-07,-1.02855E-09,4.12048E-13,-240.00,-135.00,-2.39E+02,3.36E-01,4.62E-05
79-20-9,M-Acetate,C3H6O2       ,Misc,CH3 CH3COO ,74.08000183,0.9402,330.398,506.799,46.900,0.228,0.3260,0.22355,0.0030325,-5.86497E-07,3.93608E-10,0,-409.68,-321.40,-4.10E+02,2.40E-01,2.83E-05
79-21-0,PerC2oicAcid,C2H4O3       ,ES,CH3 OH COO ,76.05200195,1.1616,382.000,557.000,64.000,0.198,0.6736,-0.0763253,0.00445258,-3.59859E-06,1.20144E-09,0,-339.30,,-3.39E+02,-4.83E-01,2.24E-05
79-22-1,MClC1oate,C2H3ClO2     ,Misc,CH3COO Cl ,94.49720001,1.2291,344.000,525.000,53.600,0.221,0.3921,0.16807,0.00271826,-1.46408E-06,-5.36716E-10,6.143E-13,-424.00,-361.00,-4.23E+02,2.02E-01,2.44E-05
79-24-3,NitroC2,C2H5NO2      ,Misc,CH3 CH2NO2 ,75.06990051,1.0530,387.950,594.900,51.160,0.229,0.3684,0.59266,0.00110803,5.06991E-06,-2.31249E-09,-1.04475E-21,-101.22,-4.90,-1.03E+02,3.24E-01,1.98E-05
79-27-6,1122BromoC2,C2H2Br4      ,MISC,(CH)2 (Br)4 ,345.6530151,2.9431,516.650,824.000,46.000,0.401,0.1770,0.142467,0.000723292,-5.65308E-07,1.60744E-10,-1.84495E-15,10.88,24.70,1.02E+01,4.91E-02,-9.88E-07
79-29-6,2-ClC3,C3H7Cl       ,Misc,(CH3)2 CHCl ,78.54190063,0.8679,308.898,484.997,45.200,0.230,0.2319,0.0234676,0.00444384,-2.85886E-06,7.46824E-10,0,-146.49,,-1.48E+02,2.79E-01,2.42E-05
79-29-8,23-Mbutane,C6H14        ,Misc,(CH3)4 (CH)2 ,86.17790222,0.6658,331.127,499.980,31.269,0.358,0.2470,-0.1695,0.00713678,-7.05087E-06,2.56406E-09,0,-177.89,-2.05,-1.81E+02,5.78E-01,4.97E-05
79-31-2,i-C4oicAcid,C4H8O2       ,PN,(CH3)2 CH COOH ,88.10700226,0.8067,427.898,607.000,40.500,0.292,0.6230,0.111449,0.00530158,-4.22493E-06,1.53322E-09,0,-484.18,93.42,-4.84E+02,3.94E-01,3.13E-05
79-34-5,1122-ClC2,C2H2Cl4      ,ACID,(CHCl2)2 ,167.8500061,1.6015,419.398,661.200,58.200,0.330,0.3009,0.16495,0.00193807,-1.77289E-06,6.12832E-10,0,-152.79,-85.56,-1.54E+02,2.29E-01,-5.69E-07
79-36-7,DiClAcetylCl,C2HCl3O      ,Misc,,147.3860016,1.5361,380.450,585.000,46.100,0.283,0.3089,0.184407,0.00211342,-2.54188E-06,1.52012E-09,-3.50694E-13,-240.33,-232.15,-2.38E+02,1.46E-01,3.61E-05
79-38-9,Cl-F3-C2=,C2ClF3       ,Misc,C=C Cl (F)3 ,116.4690018,1.3068,245.300,377.000,40.500,0.212,0.2520,0.350499,0.00159324,-1.23639E-06,3.41708E-10,0,-531.68,-542.00,-5.31E+02,-1.24E-01,8.64E-06
79-39-0,2MAcryAmide,C4H7NO       ,Misc,,85.10540009,0.8388,488.000,741.000,54.500,0.298,0.4209,-0.298875,0.00749376,-9.12975E-06,6.81648E-09,-2.09374E-12,-185.00,-90.40,-1.85E+02,3.12E-01,2.28E-05
79-41-4,m-AcrylAcid,C4H6O2       ,Misc,CH2=C CH3 COOH ,86.0904007,1.0220,434.148,642.000,47.000,0.270,0.4678,-0.201917,0.0055026,-4.21338E-06,1.29844E-09,0,-367.99,-287.72,-3.68E+02,2.80E-01,2.76E-05
79-43-6,DiClC2oicAc,C2H2Cl2O2    ,ES,CHCl2 COOH ,128.9420013,1.5690,467.148,686.000,51.700,0.265,0.5550,0.3934,0.001192286,-1.22752E-07,-6.6316E-10,3.24458E-13,-436.00,-368.00,-4.34E+02,2.13E-01,3.23E-05
79458-27-8,DECYL-DISULFIDE,C20H42S2,Misc,,346.672,0.6850,663.160,820.080,10.380,1.264,0.8300,0.016294942,0.005761642,-3.34235E-06,7.72286E-10,0,-405.72,154.77,-3.93E-01,1.76E+00,2.68E-07
79-46-9,2-NitroC3,C3H7NO2      ,MISC,(CH3)2 CHNO2 ,89.09400177,0.9943,393.398,592.000,44.500,0.288,0.3761,0.195604,0.00356194,-7.38534E-07,-9.23112E-10,4.11751E-13,-140.15,-12.80,-1.43E+02,4.28E-01,2.66E-05
79-53-8,Cl-F5-C3one,C3ClF5O      ,MISC,,182.4750061,1.5146,281.000,410.600,28.800,0.310,0.3470,-0.00924193,0.002965,-2.45731E-06,6.85092E-10,0,-32.77,,-3.28E+01,-3.28E+01,-3.28E+01
79-92-5,Camphene,C10H16       ,Misc,,136.2350006,0.8484,433.648,638.000,27.500,0.499,0.2957,-1.15026,0.00989916,-8.09988E-06,3.44517E-09,-6.09195E-13,-28.60,0.00,-3.28E+01,-3.28E+01,-3.28E+01
800000-51-5,"hydrogen, normal",H2,OC,,2.016,,20.380,33.250,12.970,0.065,-0.2160,0,0,0,0,0,0.00,0.00,,,
800000-54-8,"deuterium, normal",D2,MISC,,4.028,,23.650,38.350,16.650,0.060,-0.1430,0,0,0,0,0,0.00,0.00,,,
8001-22-7,SoyBeanOil,C16H30O2     ,MISC,CH3 (CH2)12 (CH=CH)2 COOH ,277.7900085,0.9253,777.070,965.895,13.194,1.028,0.9542,-0.0531265,0.00600274,-2.27431E-06,-7.78524E-17,2.95732E-20,-530.68,,-5.40E+02,1.53E+00,9.24E-06
80-05-7,BisPhenol,C15H16O2     ,Misc,(ACH)8 (ACOH)2 (AC)2 C (CH3)2 ,228.2910004,1.0420,633.650,849.000,29.300,0.677,0.9450,-0.513535,0.00763944,-7.61574E-06,3.94006E-09,-8.19805E-13,-245.50,-9.42,-2.46E+02,7.77E-01,4.97E-05
80-15-9,CumHyPeroxid,C9H12O2      ,Misc,,152.1929932,1.0544,442.700,605.000,33.400,0.419,0.9950,-0.30905,0.006707,-6.3597E-06,3.50328E-09,-8.675E-13,-78.40,96.00,-7.84E+01,5.71E-01,4.57E-05
80-43-3,DCumPeroxide,C18H22O2     ,Misc,,270.3710022,1.0362,669.000,884.000,21.800,0.873,0.4497,-0.2803,0.00625,-4.6854E-06,1.75312E-09,-2.66615E-13,-79.40,242.00,-7.93E+01,1.05E+00,8.47E-05
80-46-6,ptAmylPhenol,C11H16O      ,Misc,C CH2 (CH3)3 AC (ACH)4 ACOH ,164.2460022,0.9120,535.150,751.000,29.800,0.546,0.5691,-0.458038,0.00775612,-6.90465E-06,3.25978E-09,-6.39895E-13,-212.00,5.42,-2.12E+02,7.14E-01,5.59E-05
80-47-7,pMethaneHypo,C10H20O2     ,Misc,,172.2680054,0.9453,532.000,711.000,29.500,0.553,0.9007,-0.135231,0.0070008,-5.52474E-06,2.34742E-09,-4.32482E-13,-319.00,,-3.20E+02,1.13E+00,6.25E-05
80-56-8,A-Pinene,C10H16       ,Misc,C (CH3)3 (CH2)2 (CH)2 CH=C ,136.2350006,0.8651,429.290,632.000,27.600,0.504,0.2862,-5.57824,0.030817,-4.31214E-05,2.8037E-08,-6.7965E-12,28.30,216.00,2.34E+01,6.24E-01,7.32E-05
80-62-6,MMethAcryl,C5H8O2       ,OC,CH3COO CH2=C CH3 ,100.1110001,0.9484,373.450,562.000,36.700,0.323,0.3167,-0.109578,0.00518208,-3.28011E-06,7.69836E-10,0,-347.35,-241.59,-3.47E+02,3.49E-01,3.56E-05
811-97-2,R134a,C2H2F4       ,Misc,CF CF3 ,102.0309982,1.2434,247.080,374.180,40.560,0.199,0.3269,0.1024,0.0031972,-2.71134E-06,1.0616E-09,-1.52615E-13,-895.79,-838.40,-8.96E+02,2.31E-01,7.07E-06
814-78-8,M2c3=Ketone,C5H8O        ,Misc,CH3 CH2=C CH3CO ,84.11750031,0.8565,371.148,566.000,38.900,0.302,0.2862,-0.055748,0.00512202,-2.71034E-06,2.60699E-10,1.74961E-13,-180.00,-92.50,-1.79E+02,2.80E-01,3.85E-05
818-61-1,2HyEAcrylate,C5H8O3       ,Misc,,116.112999,1.0172,484.000,662.000,39.800,0.359,0.8641,-0.307651,0.00747294,-8.98245E-06,5.609E-09,-1.33788E-12,-493.00,-371.00,-4.93E+02,4.04E-01,2.18E-05
821-11-4,tr214C4=diol,C4H8O2       ,Misc,(CH2)2 CH=CH (OH)2 ,88.10630035,1.0664,509.998,681.000,52.000,0.279,1.1736,0.0585764,0.00505972,-4.38297E-06,3.11658E-09,-1.21888E-12,-300.00,-191.69,-3.00E+02,3.51E-01,3.74E-05
821-55-6,2Nonanone,C9H18O       ,ACID,CH3CO (CH2)6 CH3 ,142.2400055,0.8256,467.450,643.000,24.100,0.527,0.5733,0.403217,0.00369828,1.2919E-06,-3.31602E-09,1.19761E-12,-340.70,,-3.40E+02,7.69E-01,7.23E-05
821-95-4,1-Undecene,C11H22       ,Misc,CH3 (CH2)8 CH2=CH ,154.2960052,0.7541,465.799,637.000,19.800,0.539,0.5432,0.18035,0.0053068,-1.33832E-06,-4.46528E-10,-6.47645E-22,-144.90,129.45,-1.50E+02,9.12E-01,7.35E-05
822-27-5,OCTYL-DISULFIDE,C16H34S2,N,,290.565,0.8940,619.160,784.460,13.520,1.040,0.8060,0.036002271,0.005545403,-3.20331E-06,7.38802E-10,0,-323.30,121.09,-3.12E-01,1.39E+00,2.26E-07
822-35-5,Cyclobutene,C4H6         ,MISC,CH=CH (CH2)2 ,54.09000015,0.7110,275.799,446.299,52.700,0.196,0.1890,-0.51185,0.00721038,-4.88313E-06,1.31908E-09,5.7831E-21,129.50,174.72,1.28E+02,1.48E-01,2.43E-05
822-50-4,1-tr2-MCC5,C7H14        ,OD,(CH3)2 (CH2)3 (CH)2 ,98.18900299,0.7555,365.015,553.148,34.474,0.362,0.2690,-0.073725,0.00569938,-2.08493E-06,0,0,-136.79,38.37,-1.41E+02,5.84E-01,5.25E-05
827-52-1,Phenyl-CC6,C12H16       ,N,AC (ACH)5 CH (CH2)5 ,160.2590027,0.9471,513.270,744.000,28.800,0.555,0.3785,-0.596285,0.0071052,-4.29291E-06,9.44552E-10,9.18285E-15,-20.91,183.30,-2.15E+01,6.67E-01,6.72E-05
83-32-9,Acenaphthene,C12H10       ,A,(ACH)6 (AC)2 (ACCH2)2 ,154.2100067,1.0860,550.540,803.150,31.000,0.553,0.3811,-0.406523,0.00630572,-4.77408E-06,1.77353E-09,-2.57711E-13,155.00,260.20,1.55E+02,3.40E-01,3.93E-05
836-30-6,p-N-2PhAmine,C12H10N2O2   ,AB,,214.223999,1.1159,600.000,814.000,28.700,0.623,0.7655,-0.20623,0.0052078,-3.9837E-06,1.422E-09,-1.79205E-13,188.36,,1.88E+02,6.21E-01,3.50E-05
84-15-1,o-Terphenyl,C18H14       ,Misc,(AC)4 (ACH)14 ,230.3090057,1.0788,607.000,890.950,39.010,0.753,0.4671,-0.699511,0.00792704,-7.85361E-06,3.96866E-09,-7.9085E-13,276.00,423.00,2.76E+02,4.77E-01,5.28E-05
84-65-1,Anthraquinon,C14H8O2      ,AB,,208.2160034,1.2736,653.050,900.000,31.500,0.580,0.6807,-0.32753,0.0058892,-5.9202E-06,3.77516E-09,-1.2092E-12,-95.20,0.00,-3.28E+01,-3.28E+01,-3.28E+01
84-66-2,DiEPhthalate,C12H14O4     ,Misc,(CH2)2 (CH3)2 (AC)2 (ACH)4 (COO)2 ,222.2400055,1.1233,567.150,757.000,23.300,0.635,0.7626,-0.562069,0.0066967,-6.28392E-06,3.06391E-09,-5.86255E-13,-688.30,-494.00,-6.88E+02,6.27E-01,7.68E-05
84-69-5,DiiBPhthlate,C16H22O4     ,Misc,(CH)2 (CH2)2 (CH3)4 (AC)2 (ACH)4 (COO)2 ,278.3460083,1.0475,593.150,762.000,17.800,0.891,0.9158,-0.360906,0.00582242,-3.30801E-06,-1.12854E-10,5.6085E-13,-823.00,,-8.23E+02,1.18E+00,1.05E-04
84-74-2,DinC4Phthate,C16H22O4     ,Misc,(CH2)6 (CH3)2 (AC)2 (ACH)4 (COO)2 ,278.3479919,1.0505,613.150,781.000,17.500,0.846,0.9569,0.10117,0.002358,0.000006045,-1.09432E-08,5.091E-12,-750.90,-441.40,-7.50E+02,1.16E+00,1.06E-04
84-76-4,DinC9Phthate,C26H42O4     ,Misc,(COO)2 (ACH)4 (AC)2 (CH3)2 (CH2)16 ,418.6170044,0.9732,707.000,866.000,10.700,1.370,0.9961,-0.35942,0.0068192,-5.1384E-06,1.83232E-09,-1.92995E-13,-1016.00,,,2.06E+00,1.78E-04
85-01-8,Phenanthrene,C14H10       ,Misc,(AC)4 (ACH)10 ,178.2330017,1.1194,613.450,869.250,29.000,0.554,0.4949,-0.518029782,0.006665432,-5.47261E-06,1.7853E-09,0,207.10,308.20,2.08E+02,3.23E-01,4.36E-05
85-44-9,PhtlicAnhydr,C8H4O3       ,ADU,,148.1170044,1.3085,557.650,790.000,47.200,0.421,0.7084,0.20738,0.000609424,5.7459E-06,-7.7336E-09,2.98076E-12,-371.80,-329.00,-3.28E+01,-3.28E+01,-3.28E+01
86-73-7,Fluorene,C13H10       ,MISC,(AC)3 (ACH)8 ACCH2 ,166.2220001,1.2974,570.440,869.999,47.000,0.400,0.3493,-0.443903,0.00602766,-3.9795E-06,9.49348E-10,1.82687E-14,186.90,290.10,1.87E+02,3.33E-01,4.24E-05
86-74-8,DiBZoPyrrole,C12H9N       ,AMR,,167.2100067,1.4061,627.865,899.000,32.600,0.482,0.4938,-0.70438,0.0079202,-7.8273E-06,3.8902E-09,-7.7415E-13,209.60,361.00,2.09E+02,5.04E-01,2.38E-05
868-77-9,2HxC2C1acryl,C6H10O3      ,NI,COO OH CH2=C CH3 (CH2)2 ,130.1439972,1.0776,499.150,677.000,36.400,0.394,0.8387,-0.50328,0.0084256,-1.03932E-05,6.7748E-09,-1.73275E-12,-519.30,,-5.20E+02,5.03E-01,3.15E-05
86-89-5,1-n-P-Napth,C15H18       ,Misc,(CH2)3 CH3 (AC)2 (ACH)7 ACCH2 ,198.3079987,0.9703,579.150,803.000,24.400,0.686,0.5354,-0.24388,0.0061796,-4.0437E-06,1.20564E-09,-1.18355E-13,35.02,248.32,3.55E+01,7.02E-01,7.01E-05
871-28-3,1Pentene4yne,C5H6         ,AMR,CH2=CH CH2 CH-=C ,66.1026001,0.7347,315.648,503.000,44.000,0.256,0.1786,0.154891,0.0053391,-4.16067E-06,1.87998E-09,-3.7665E-13,269.00,303.00,2.70E+02,1.04E-01,2.38E-05
871-83-0,2-Mnonane,C10H22       ,OC,(CH3)3 (CH2)6 CH ,142.2850037,0.7297,440.178,610.372,20.959,0.596,0.4614,0.209496,0.005681,-2.0603E-06,0,0,-256.51,29.08,-2.62E+02,9.52E-01,7.18E-05
872-05-9,1-Decene,C10H20       ,PN,CH3 (CH2)7 CH2=CH ,140.2460022,0.7443,443.750,614.817,22.063,0.648,0.4910,0.162099,0.00569158,-2.07446E-06,0,0,-124.19,121.10,-1.29E+02,8.15E-01,6.76E-05
872-10-6,PentylSulphd,C10H22S      ,N,CH2S (CH2)7 (CH3)2 ,174.3509979,0.8447,513.200,700.000,21.300,0.650,0.5510,0.06941,0.00534744,-2.54797E-06,4.53084E-10,2.20708E-21,-208.53,66.07,-2.01E+02,8.53E-01,1.46E-04
872-50-4,nMPyrrolidon,C5H9NO       ,MISC,CH2NH CH2CO (CH2)2 ,99.13300323,1.0335,475.148,724.000,47.830,0.311,0.3611,-0.561551,0.0065205,-4.13556E-06,9.281E-10,1.21434E-13,-207.20,-53.42,-2.08E+02,4.65E-01,4.38E-05
872-93-5,3MSulfolane,C5H10O2S     ,MISC,CH CH2 CH3 (CH2)2Su ,134.1990051,1.1964,549.150,817.000,42.400,0.353,0.4191,0.189539,0.00208214,4.3416E-06,-7.20116E-09,2.94363E-12,-420.00,-257.02,-4.21E+02,5.36E-01,4.42E-05
873-66-5,trans-C3=BZ,C9H10        ,Misc,(ACH)5 AC CH=CH CH3 ,118.1800003,0.9104,443.200,664.598,34.600,0.412,0.3160,-0.24834,0.00611844,-4.17156E-06,1.13343E-09,2.30157E-21,117.15,213.72,1.15E+02,3.19E-01,3.55E-05
874-41-9,4EmXylene,C10H14       ,AU,(ACCH3)2 (ACH)3 ACCH2 CH3 ,134.2200012,0.8807,461.588,665.000,28.800,0.482,0.4140,-0.248484,0.00654784,-4.71003E-06,1.78435E-09,-2.88613E-13,-30.80,128.60,-3.00E+01,5.14E-01,5.98E-05
87-66-1,123-BZtriol,C6H6O3       ,A,(ACOH)3 (ACH)3 ,126.1110001,0.8855,581.848,830.000,88.000,0.318,0.9446,-0.20971,0.0061453,-6.40671E-06,3.35535E-09,-7.0385E-13,-446.00,-341.00,-4.47E+02,3.47E-01,1.22E-05
87-68-3,PerCl13C4==,C4Cl6        ,Misc,(C=C)2 (Cl)6 ,260.7600098,1.5689,488.148,740.000,28.300,0.491,0.1550,0.388699,0.00108062,-1.16707E-06,6.01532E-10,-1.20533E-13,-56.74,22.75,-5.22E+01,2.34E-01,5.98E-05
877-44-1,124-E-BZ,C12H18       ,Misc,(ACH)3 (ACCH2)3 (CH3)3 ,162.2740021,0.8779,490.700,684.500,23.300,0.600,0.4790,-0.0836321,0.005936,-3.37719E-06,7.15336E-10,2.16824E-21,-71.07,145.23,-7.29E+01,7.00E-01,6.81E-05
87-85-4,Hex-M-Benz,C12H18       ,A,(ACCH3)6 ,162.2749939,0.9280,536.600,758.000,27.700,0.593,0.4956,0.1161,0.0056518,-0.000003441,9.9948E-10,-1.10725E-13,-77.40,130.21,-7.65E+01,7.53E-01,6.41E-05
87-89-8,Inositol,C6H12O6      ,A,(CH)6 (OH)6 ,180.1580048,1.4967,691.000,850.000,53.200,0.412,2.3710,-0.24554,0.0070476,-8.1042E-06,4.776E-09,-1.10345E-12,-1130.00,,,9.97E-01,2.71E-05
88-09-5,2EC4oicAcid,C6H12O2      ,Misc,(CH3)2 CH (CH2)2 COOH ,116.1600037,0.9287,466.950,655.000,34.100,0.389,0.6326,-0.398096,0.00749596,-7.3323E-06,4.24516E-09,-1.08446E-12,-517.00,-338.00,-5.17E+02,5.85E-01,5.06E-05
88-72-2,oNitroToluen,C7H7NO2      ,ACID,ACNO2 (ACH)4 ACCH3 ,137.1380005,1.1684,495.640,720.000,38.000,0.441,0.4850,-0.128265154,0.004592315,-2.91357E-06,6.74504E-10,0,45.50,168.00,4.55E+01,4.01E-01,3.23E-05
88-73-3,oNitroClBZ,C6H4ClNO2    ,Misc,(ACH)4 ACCL ACNO2 ,157.5540009,1.3766,519.000,757.000,39.700,0.432,0.4864,0.0267817,0.00350492,-2.39516E-06,5.71464E-10,8.40475E-15,37.20,138.00,3.71E+01,3.32E-01,2.08E-05
88-74-4,o-NitAniline,C6H6N2O2     ,Misc,(ACH)4 ACNH2 ACNO2 ,138.1260071,1.0580,558.000,784.000,44.200,0.406,0.7410,59.986,3.638E-12,-5.5881E-09,-2.3842E-06,-0.0006714,63.80,195.00,,,
88917-22-0,DPGMMEAcetat,C9H18O4      ,Misc,(CH2)5 CH3COO CH2O CH3O ,190.2400055,0.9855,482.450,647.000,22.700,0.609,0.7017,-0.497111,0.00840924,-9.59106E-06,6.09024E-09,-1.59184E-12,-818.00,,-8.19E+02,9.77E-01,6.42E-05
88-99-3,PhthalAcid,C8H6O4       ,Misc,(ACH)4 (AC)2 (COOH)2 ,166.1320038,2.1867,1040.000,1390.000,39.500,0.424,1.0924,-0.32185,0.00433384,-2.77672E-06,6.3668E-10,0,-663.33,-542.48,-6.63E+02,3.00E-01,5.05E-05
89-05-4,PyroMellAcid,C10H6O8      ,Misc,(AC)4 (ACH)2 (COOH)4 ,254.1529999,1.5219,722.000,893.000,31.400,0.584,1.8301,-0.35984,0.0042786,-3.4413E-06,1.26196E-09,-1.24005E-13,-1480.00,-1290.00,-1.48E+00,6.25E-01,7.13E-05
